Molecule : 3VI4
Nb of atoms : 109792
Nb of clusters : 9
Total percentage : 100.0000%
| Cluster ID | Nb of atoms | Center of mass | Percentage |
| Cluster 0000 | 35659 | (+0005.20 -0000.92 -0000.12) | 032.4787% |
| Cluster 0001 | 12754 | (+0012.45 +0008.43 -0000.10) | 011.6165% |
| Cluster 0002 | 1087 | (-0000.55 -0012.43 -0000.10) | 000.9901% |
| Cluster 0003 | 23640 | (+0007.30 -0003.70 -0000.03) | 021.5316% |
| Cluster 0004 | 2397 | (-0003.20 -0004.66 -0000.05) | 002.1832% |
| Cluster 0005 | 27591 | (+0012.49 +0008.50 -0000.03) | 025.1302% |
| Cluster 0006 | 2017 | (+0003.45 -0004.37 +0000.03) | 001.8371% |
| Cluster 0007 | 4165 | (+0011.12 +0004.12 +0000.03) | 003.7935% |
| Cluster 0008 | 0482 | (+0000.52 +0007.35 +0000.02) | 000.4390% |
